,title,project,price,time
312,Media Buyer لإنشاء وإدارة الإعلانات الممولة على جميع المنصات,"نحن عبارة عن شركة تسويق رقمية
نركز عملنا بشكل أكبر على رواد الأعمال و الشركات في المملكة العربية السعودية.
نبحث عن Media Buyer يتمتع بالمواصفات التالية:
1. لديه خبرة كبيرة في إنشاء وإدارة الإعلانات الممولة على جوجل أدز بشكل مميز وتجنب حظر الاعلانات .
2. الأفضلية لمن لديهم خبرة في الحملات المدفوعة على تويتر و تيك توك وسناب وانستقرام أيضاً.
3. خبرة سابقة في إدارة الإعلانات في قطاع الخدمات في السوق السعودية.
4. القدرة على التواصل والتنسيق مع فريق انتاج المحتوى بشكل فعّال لتزويده بالمحتويات الإعلانية.
5. القدرة على توزيع الوقت بشكل جيد لاستلام أكثر من مشروع في آن واحد (المشاريع مدروسة بعناية لتسلم لكل Media Buyer بحيث تترك له الفرصة الجيدة لتوزيع وقته دون أن تحمله ما لا طاقة له به)
مميزات الفرصة:
1. نمط عمل مرن، نركز على النتائج أكثر من تركيزنا على ساعات العمل.
2. يمكن تزويد المستقل بأي أدوات يحتاجها لدعم عمله.
3. فرصة لتنمية مهارات العمل واكتساب خبرة عالية في بيئة عمل تقدرك .
4. فريق عمل متكامل ومميز لدعمك في تحقيق المهام الموكلة إليك.
4. إمكانية التحول لنظام تعاقد شهري ثابت في حال النجاح في فترة الاختبار الأولى لمدة شهر.
نتشرف بانضمامك لنا",$100.00 - $250.00,30 يوما
313,إدارة حساب تيك توك وإنشاء إعلانات,يوجد لدي متجر على منصة سلة متخصص في بيع المنتجات، وأحتاج إلى شخص خبير من أجل إدارة الحساب التكتوك لتنزيل محتوى ترند لمدة شهر وتشغيل حملات تسويقية بالتكتوك ذات فعالية عالية، ضروري أن يكون ذو خبرة رجاء لايقدم إلى من لديه أعمال سابقة,$25.00 - $50.00,30 يوما
314,إدارة حملة اعلانية ممولة للمدة شهر بمواقع التواصل,"اعداد الحسابات والصفحات بحسب المعاير المعتمدة بكل منصة
ادارة الحساب الاعلاني بكل منصة
صناعة البوستات والفديو المناسب
الاستهداف بالاعلان المكان والفئيات
وضع حلول بديلة في حالة مواجهة مشكلة ما مثل اغلاق الصفحة بالفيس بوك
معظم الاعلانات هي للغرض لطلب الخدمة ا و زيارة الموقع او التواصل واتس اب
سوف تكون المرحلة الاولى اعلانات تجربية للقياس الاثر والتركيز المستقبلي على بعض الاخدمات او الاعلانات
امكانية استخدام ""مدير اعلاني للشخص محترف اعلانات"" للاخرين
قد تكون هناك مشكلة بصفاحتنا كونها جديدة ولم توثف بعد على المنصات الاعلانية خاصةفيس بوك
يكون المستقل ذو خبرة ممتازة وتجارب سابقة بالادارة الاعلانات",$100.00 - $250.00,30 يوما
315,تسويق وإعداد موقع ووردبريس,"عندي موقع ورد برس واحتاج احيان عليه إضافات او تعديل
بعمل حملة على لحساب البزنس باللينكدن
عملت باك لينك قبل وبشوف لو احتاج عمل باك لينك لكلمات اخرى علما بانه انا متصدر في بعض الكلمات
هذا حاليا
الميزانية حسب الخدمة",$25.00 - $50.00,5 أيام
316,Media Buyer لإدارة الإعلانات الممولة,"نحن عبارة عن شركة تسويق رقمية موجهة للمشاريع الصغيرة والشركات الناشئة.
نركز عملنا بشكل أكبر على المتاجر الإلكترونية في المملكة العربية السعودية.
نبحث عن Media Buyer يتمتع بالمواصفات التالية:
1. لديه خبرة في إدارة الإعلانات الممولة على جوجل بشكل أساسي.
2. الأفضلية لمن لديهم خبرة في إدارة تيك توك وسناب وانستقرام أيضاً.
3. خبرة سابقة في إدارة الإعلانات للمتاجر الإلكترونية في السوق السعودية.
4. القدرة على التواصل والتنسيق مع فريق انتاج المحتوى بشكل فعّال لتزويده بالمحتويات الإعلانية.
5. القدرة على توزيع الوقت بشكل جيد لاستلام أكثر من مشروع في آن واحد (المشاريع مدروسة بعناية لتسلم لكل Media Buyer بحيث تترك له الفرصة الجيدة لتوزيع وقته دون أن تحمله ما لا طاقة له به)
مميزات الفرصة:
1. نمط عمل مرن، نركز على النتائج أكثر من تركيزنا على ساعات العمل.
2. يمكن تزويد المستقل بأي أدوات يحتاجها لدعم عمله.
3. فرصة لتنمية مهارات العمل واكتساب خبرة عالية في بيئة عمل تقدر مجهودك وتدعمك مادياً ومعنوياً.
4. إمكانية تعاقد ثابت في حال النجاح في فترة الاختبار الأولى لمدة شهر.
إذا كنت تبحث عن فرصة عمل تحدث فرقاً وتطور مهاراتك، نحن نرحب بإرسال طلب التقديم الخاص بك الآن!",$250.00 - $500.00,30 يوما
317,مسوق رقمي لموقع,"لدينا موقع ويب وتطبيق ونبحث عن مسوق رقمي لتحسين أداء البحث في قوقل و الإعلانات في مواقع التواصل الاجتماعي.
مدة العمل
4",$25.00 - $50.00,4 أيام
318,إدارة التسويق الإلكتروني في مؤسسة تسويق إلكتروني,نحن مؤسسة تسويق الكتروني بالمملكة العربية السعوديه ونرغب بتوظيف مسئول تسويق الكتروني لديه الخبرة الكافية بكل جوانب التسويق الالكتروني خصوصا المطاعم والكافيهات,$100.00 - $250.00,365 يوما
319,مسوق لمتجر إلكتروني,"أبحث عن مسوق لمتجر دروب شيبينغ
ويجب أن يكون متقن لأدوات و إستراتيجيات التسويق الإلكتروني المختلفة و يتقن اللغة الإنجليزية
المتجر يحتوي على ألآف المنتجات
الميزانية: احد الإختيارات
1- يمكن المفاهمة على عقد شراكة ( تتحصل على 40% من الأرباح )
2- عمولة على رقم الأعمال (5%من رقم الأعمال)
3- عمولة على رقم الأعمال (1%) + قيمة ثابتة شهرية يتفق عليها
إن كنت مهتم يرجى توضيح الخدمات التي تقدمها
مع تحديد طريقة الدفع الملائمة لك.",$50.00 - $100.00,30 يوما
320,التسويق عبر محركات البحث,"أبحث عن مستقل شغوف بالتسويق عبر محركات البحث والتدريب على إستخدامها حيث انني أريد أن أتدرب في هذا المجال وأحسن من مهاراتي .
العمل على المشروع عاجل جداً .
أرغب بالبدء بالتدرب من يوم السبت بمعدل ساعه أو ساعتين يوميا ً اون لاين.
وخلال 3 ايام أنتهي من التدريب على أن يكون التدريب مركز جداً ويساعدني في تحسين ظهور المركز الذي أعمل فيه.
وشكرا جزيلا
المعلومات المتوفرة
لا يوجد اي ظهور على الانترنت
المطلوب استلامه
ملفات تدريبية عن استخدام محركات البحث وكيفيه تحسينها واليه العمل عليها ( ملف PDF - تسجيل صوتي او فيديو .... الخ )",$50.00 - $100.00,3 أيام
321,مسوقين مؤسسة UMG,"مؤسسة UMG
نبحث عن أفراد ملهمين للانضمام إلى فريق التسويق متعدد المستويات في شركة UMG. إليك فرصة فريدة للانخراط في عالم التسويق بدوام جزئي مع إمكانية كسب إيرادات إضافية.
المهام:
تعزيز منتجات UMG وفهم فعاليات السوق.
بناء شبكة تسويق متعددة المستويات وتوسيع الفرص.
المميزات:
الخبرة: لا تتطلب أي خبرة سابقة.
التدريب: سيتم توفير تدريب شامل من قبل كادر مخصص لتطوير مهاراتك.
الوقت: عمل لمدة 3 ساعات يوميا، مما يوفر مرونة لتناسب جدولك اليومي.
الفرصة المحدودة: العدد محدود، لضمان التركيز والدعم الفعال.
المتطلبات:
الشغف بمجال التسويق.
القدرة على التواصل بفعالية.
الرغبة في تحقيق دخل إضافي.
الطموح والحماس.
الكيفية:
قم بتقديم طلبك الآن لتحقيق دخل إضافي والتحديات الجديدة.
العرض متاح لمدة 30 يوما.
اجعل اليوم بداية مهنتك في عالم التسويق المتعدد المستويات مع UMG!",$2500.00 - $5000.00,30 يوما
322,تسويق لحساب سناب شات,"لدي حساب سناب شات وأرغب في زيادة التفاعل عليه.
ماهي الطرق التي تساعدني في زيادة مشتركين والتفاعل في الحساب مع العلم إنه يوجد محتوى قائم عليه",$25.00 - $50.00,1 يوم
323,إعلانات تويتر أضافه بطاقة بنكية,"عند محاولة أضافه البطاقة البنكية تظهر جملة
whoops your card information is not valid
البطاقة صحيحة وحاولت أكثر من مرة لكن للأسف
أرجو بالي عنده خبرة في حل هذه المشكلة التواصل فورا",$25.00 - $50.00,1 يوم
324,مطلوب Sales and Marketing Manager,"الوصف الوظيفي
• يقدم مدير التسويق تقاريره مباشرة إلى الرئيس التنفيذي • مسؤول عن قيادة وإدارة جميع الأنشطة الرقمية من خلال العدد المناسب من أعضاء الفريق بما في ذلك،
• استراتيجية المحتوى والمجتمعات
• تحسين محركات البحث ومحتوى المدونات
• تسويق الأداء
• قنوات التواصل الاجتماعي
• مسؤوليات وظيفة تجربة المستخدم
• الموقع الإلكتروني
• إنشاء هيكل الفريق لتحقيق أهداف العمل
• إنشاء ومراقبة وتحسين الاستراتيجيات
• إنشاء الأهداف والخطط، وتقديمها إلى مجلس الإدارة والرئيس التنفيذي
• تحسين أداء الموظفين وتقديم التقارير إلى مجلس الإدارة والرئيس التنفيذي
• تحسين الوظائف التقنية اللازمة لتحقيق أهداف العمل
• المعرفة المتقدمة بتحليلات Google ووحدة تحكم بحث Google
• على دراية بأنشطة تسويق الأداء،، والمباشرة، ومصطلحات ومفاهيم تجربة المستخدم.
وظيفة بدوام كامل بتعاقد شهري ثابت",$250.00 - $500.00,30 يوما
325,توثيق صفحة فيسبوك بخاصية بارتنر,"السلام عليكم نريد توثيق صفحة فيسبوك بالعلامة الزرقاء لموقع رياضي بخاصية بارتنر Meta Partner، المرجو التواصل معنا وتحديد سعر مناسب ،
تذكير : توثيق دائم بخاصية بارتنر Meta Partner وليس توثيق عادي .",$100.00 - $250.00,10 أيام
326,تنفيذ حملة تسويقية Premium Healthcare IT service advertise,"تنفيذ حملة تسويقية لشركة تقدم خدمات دعم فني وتكنولوجيا المعلومات متخصصة للمنشأة الصحية في مصر وتقدم استشارات برمجيه وشبكات الحاسب الالي والكاميرات
قنوات الإعلان
فيسبوك ولينكد ان
المطلوب استلامه
تنفيذ اعلانات ممولة",$25.00 - $50.00,14 يوما
327,تسويق لموقع إلكتروني,أريد مسوقا إلكترونيا يقوم بالتسويق في منصات تواصل اجتماعي، تسويقا لموقع في بدايته الشهر الأول لزيادة عدد المبيعات وتسويق عبر بريد الالكتوني مع خطة تسويقية ملاحظة يجب يجب الوصول إلى نتيجة لكي نتفاهم على المال وشكرا وإن كان هناك نتيجة سنعمل للا بد معا وسنتفاهم على راتب من أول فالموقع في بدايته,$25.00 - $50.00,15 يوما
328,تسويق إلكتروني في المملكة العربية السعودية,"السلام عليكم ورحمة الله وبركاته إخواني أخواتي بحاجة الا تسويق إلكتروني في المملكة العربية السعودية خاص أن يتاح له رقم سعودي وبعض التطبيقات
حراج والهم
فيس بوك
السوق المفتوح
مرجان
سناب شات يكون حسابا قويا
يكون سريعا في التسويق
يكون العملاء
يكون نية حقه قوي
راتب 500دولار
منصات التواصل الاجتماعي
حراج فيسبوك سناب شات انسغرام مرجان السوق المفتوح
المعلومات المتوفرة
السلام عليكم ورحمة الله وبركاته اخواني اخواتي بحاجه الا مسوقين الكترونيه في المملكة العربية السعودية خاص ان يتاح له رقم سعودي وبعض التطبيقات
1️⃣حراج والهم
2️⃣منصه فيس بوك
3️⃣السوق المفتوح
4️⃣مرجان
5️⃣سناب شات يكون حساب قوي
6️⃣استغرام
7️⃣يكون سريع في التسويق
8️⃣يكون مايهم العملاء
9️⃣يكون نيت حقه قوي
راتب 500أمريكي
1️⃣1️⃣ شكر لمن له رغبه يتواصل معنا",$250.00 - $500.00,10 أيام
329,مسوق لمتجر إلكتروني يقوم بتسويق المنتجات الرقمية,"السلام عليكم ورحمة الله وبركاته
احتاج إلى مسوق إلكتروني يقوم بتسويق متجرنا الإلكتروني الذي نبيع فيه الاشتراكات الرقمية
و التسويق يكون بدون رأس مال يعني بدون الحاجة لقوقل ادز أو تيك توك بزنس
(( نحتاج عرض الفكرة التي ستقوم بعملها لتسويق المنتجات ليتم مناقشتها ))
رابط المتجر الالكتروني/ https://mushahd.com",$100.00 - $250.00,30 يوما
330,مطلوب مسوقين وإطلاق حملات ممولة,"سلام عليكم ..
أحتاج مسوق لـ عمل اعلانات ممولة على وسائل التواصل الاجتماعي ( سناب شات - تيك توك - تويتر- )
التسويق بيكون لـ متجر زيادة مبيعات
اذا كان في زيادة مبيعات وانجاز في العمل في اسرع وقت تم الاتفاق عليه …..سيتم توظيفه لدينا في اسرع وقت ممكن وشكرا",$50.00 - $100.00,5 أيام
331,خطة تسويقية,"أريد خطة تسويقية لمشروع جديد قريبا سوف افتتحه
و تنفيذ حملات إعلانية و تصميم إعلان
قنوات الإعلان
تويتر ، جوجل ، سناب شات ، تيك توك ، انستقرام",$100.00 - $250.00,10 أيام
332,إدارة صفحات رياضية( facebook + instagram )خاصة برياضة Brazilan Jujitsu,"الصفحات خاصة برياضة الجوجيتسو البرازيلي و تنظيم الاحداث الرياضية الخاصة بها
الرد علي رسائل الصفحات
تنزيل المحتوى باستمرار وزيادة المتابعين",$25.00 - $50.00,5 أيام
333,إدارة صفحة محتوى تربوي,"محتوى تربوي عن تربية الطفل حتى سن ٢١ سنه
منصات التواصل الاجتماعي
فيس بوك انستجرام سناب شات تيك توك ويوتيوب
المطلوب استلامه
تقارير معدل الظهور
توصيل المحتوى لأكبر عدد من المهتمين وعمل اكبر عدد ممكن من المشاهدات
رد على الرسائل
نشر بوست يومى على الاقل وفيديو مرتين بالأسبوع",$50.00 - $100.00,15 يوما
334,تحسين محركات البحث SEO,"السلام عليكم ، احتاج شخص يحسن لي محركات البحث SEO لمتجري في سلة مع المتابعه للعلم نشاطي يبيع ثلاث منتجات فقط
اتمنى المستقل يكون خبير حفاظاً على وقته ووقتي وشكراً",$100.00 - $250.00,30 يوما
335,زيادة عدد المتابعين على انستجرام,نحتاج إلى زيادة صفحتنا على انستجرام خلال الشهر أو الشهرين القادمين باستخدام طرق احترافية، بهدف وصول الصفحة إلى أكثر من 3000 متابع.,$25.00 - $50.00,48 يوما
336,عمل حملة إعلانية لمعدات مهنية,"أنا صاحب محل متخصص في بيع المعدات المهنية،
ابحث من يقوم بحملة تسويقية لكل المنتج بشكل احترافي وإدارتها ولو لمدة محددة.
عبر جميع وسائل السوشل ميديا.
وتحويل لنا الطلبات على كل منتوج.
والمقابل يكون على حسب الطلبات التي يحصل عليها.
لكي تكون لكم فكرة على عملنا المتواضع... ولدي نرجو تطويره بكل احترافية
وشكرا",$100.00 - $250.00,5 أيام
337,زيادة عدد متابعين التيك توك إلى 10K,زياده عدد متابعين التيك توك إلى 10k,$50.00 - $100.00,20 يوما
338,تحسين seo و جوجل اد,اريد متخصصة او متخصص seo ذو خبرة كبيرة و اعلانات على جوجل اد,$100.00 - $250.00,30 يوما
339,خطة تسويقية لشركة مختصة بالتمور,"خطة تسويقية من شخص محترف لمتجر تمور
الاهداف :
- زيادة المبيعات
- التوسع لعملاء جدد
- زيادة عدد العملاء في كل منطقة من مناطق المملكة
-ماهي الطرق المناسبة للوصول لهم
الشركة لديها متجر فعلي والكتروني و ارقام لعملاء سابقين وحساب على الانستغرام
مطلوب تسليم العمل كخطة تسويقية مع دراسة الهدف لها",$25.00 - $50.00,7 أيام
340,إعلان عن منصة سناب شات,"السلام عليكم
مطلوب معلن على منصة سناب شات يكون عنده خبرة عالية
عندي موقع لبيع منتجات إشتراكات اي بي تي في حاولت أعلن له ولاكن ماينقبل ينرفض الأعلان في كل مره
إذا ماعنده خبرة فيه الرجاء عدم مراسلتي وتضييع وقتي
اللي يستطيع تنزيل الإعلان ويكون شغال تمام يرسلي وشكرا",$100.00 - $250.00,2 يومين
341,مطلوب تكبير حساب تيك توك الخاص لاكثر من 100 الف باستخدام الفيديوهات الترند,"مطلوب شخص يجيد العمل على تيك توك وعمل مقاطع صغيرة ترند تقوم بتكبير الحساب
مطلوب شخص عمل على مشاريع سابقة او لديه حساب تيك توك قام باستخدام فيديوهات الترند في تكبيره بالفعل",$100.00 - $250.00,30 يوما
342,تحسين متجر على محركات البحث seo,"السلام عليكم .
لدي متجر الكرتوني على منصه سلة واحتاج على تحسين المتجر على محركات البحث
من تحسينات كاملة للمتجر من كلمات مفتاحيه تختص بمجالي ووضعها بنصوص او اعلانات وبالوصف بشكل ممتاز
بالمختصر احتاج شخص مختص بتحسين الـ seo بشكل احترافي
ومراجعه مشاكل google console
وحلها من فهرسه ومشاكل ملف rebort ومعرفه اسباب عدم تصدر متجري محركات البحث
بالصفحات الاولى وحلها مع العلم متجري قديم على منصه قوقل .
يرجى مراجعه متجري وبعدها يتم تحديد السعر بالكامل لكافه المنتجات والتصنيفات
www.crunsh5.com",$100.00 - $250.00,20 يوما
343,مطلوب مدير حملة اعلانية عبقري,"شركة تقنية رائدة تعمل في مجال أنظمة المحاسبة المالية، نظام الكاشير، إنشاء المتاجر الإلكترونية، والمنيو الإلكتروني، وغيرها. نبحث عن مدير تسويق محترف لتصميم وتنفيذ خطة تسويقية إلكترونية على السوشيالمديا لمدة شهر. يجب أن يكون المتقدم ملمًا بإدارة الحملات وإبداعه في كتابة المحتوى الإعلاني، ويفضل وجود سيرة ذاتية مليئة بالنجاحات والأرقام الحقيقية.
نتطلع إلى استقبال طلبات المتقدمين المحترفين فقط.",$250.00 - $500.00,5 أيام
344,حل مشكلة في الانستقرام business,"السلام عليكم .. يوجد لدي مشكلة في حساب الإنستقرام .. حسابي بزنس كان لمشروع معين قديم وتم تغيير الإسم لمشروع جديد .. وعند محاولة ربط الحساب في الفيس بوك بزنس وعمل اعلان عن طريق الإنستقرام لا يعمل ويفشل الربط وتظهر العبارة الآتية:
Sorry something went wrong.. There was an error in processing your request.
ارجوا من لديه الحل المساعدة .. شاكر ومقدر.",$25.00 - $50.00,1 يوم
345,إطلاق حملات إعلانية لتطبيق وموقع طبي وتسويق وادارة وعمل مدونة,"اريد اعمل اطلاق حملة لتطبيق وموقع طبي
شرط المستقل عنده خبرة في التسويق والحملات المجال الطبي تزيد عن 5 سنوات واطلاق وتدشين المنتجات الرقمية
وعمل خطة تسويق وتدشين
الاطلاق في جميع الحسابات على جميع المنصات واهمها
المنصات ميتا وتطبيقاتها
جوجل
اكس
لينكدان
عمل تصاميم وفيديوهات
كتابة محتوى
المدة 40 يوم الى 60يوم
قابل للتعاقد حسب
تحقيق الفائدة (تعتبر فترة تجربة للتوظيف الدائم)
نحتاج اكثر من مستقل ويرجى تحديد العرض في احد الخدمات التي تجيدها بمهارة وخبرة كبيرة فقط
مع ذكر السعر امام كل خدمة او وظيفة وذكر سنوات الخبرة
ويجب ذكر المدة التي ستنفذ بها الخدمة
هذا للخدمات التي تعمل لمرة واحدة مثل تصاميم متاجر التطبيقات وغيرها
ادارة حسابات مواقع التواصل الاجتماعي وتكبيرها
تصاميم وفيديوهات
كتابة محتوى
الاعلانات الممولة واطلاق الحملات في مواقع التواصل
اكتساب وتوليد العملاء المحتملين
التسويق عبر البريد الإلكتروني مع تسلسل واتمته
ربط البكسلات واكودا التتبع
تحسين محركات البحث
خطة تسويقية
انتاج صوتي
تسجيل فيديوهات تشرح الاستخدام
كتابة 10مقالات فريد للمدونه في نفس المجال
فيديو واحد ووتصاميم لمتاجر التطبيقات
بث مباشر للاجابة عن الاستفسارات مرة كل اسبوع
تركيب للموقع مدونة ووردبرس
ادارة منتجات
ادارة فريق
دراسة سلوك المستخدمين
اعادة تصميم الشعار
للتوضيح كل خدمة مذكورة يجب ان تكون في هذا الحدود
25الى 200دولار
السعر المذكور في العرض هو لكل الخدمات
سيتم ارسال بقية التفاصيل على الخاص",$2500.00 - $5000.00,60 يوما
346,الحصول على وكالة الالعاب والبطائق الإلكترونية ومن ثم تسويقها في متجر,"-اريد ان احصل على وكالة الالعاب والبطائق الإلكترونية
من مواقع جملة
- انشاء متجر إلكتروني لتسويق هذه الالعاب والبطايق الإلكترونية
- ربط API منها الى مواقع وتطبيقات
- دراسة المشروع مع اختيار افضل واصدق المواقع الجملة للالعاب والبطائق الكترونية",$25.00 - $50.00,5 أيام
347,تسويق إلكتروني لمتجر ذهب ومجوهرات,"متجر إلكتروني وحسابات على وسائل التواصل الاجتماعي
الحساب مختص ببيع و عرض مجوهرات و ذهب عيار ١٨ وو ٢١ نواعم ذات جودة و قيمة عالية ، المنتجات منها جديدة
1-احتاج كاتب/ة محتوى تسويقي ابداعي لمحبي المجوهرات في الخليج
2- وضع استراتيجيات و خطط تسويقية للوصول لمهتمين
و جمهور واضح
3- خطة بناء وعي و بناء ثقة و مصداقية
4- مصمم/ه بوستات جميلة و جذابة ذات احترافية عالية
5- محتوى تحفيزي لاتخاذ قرار الشراء
- تحليل المنافسين و زيادة المبيعات
- زيادة المتابعين و التفاعل و زيادة عدد الزيارات
- جذب الزوار من خلال ترتيب و تناسق فخامة الصفحة
من الوان و كلمات معبرة و مؤثرة لاتخاذ قرار الشراء
-رفع عدد المبيعات
ملاحظة : للاطلاع على الموقع الالكتروني : thiqastore.com
انا شخصيا اقوم بالرد على الاستفسارات و الرسائل
و ادير الحساب بنفسي ولاكن احتاج من يقوم في بعض المهام المذكورة لانشغالي في بعض المشاريع الاخرى
سأقوم بارسال صور المنتجات لاجل تصميمها او التعديل عليها قبل النشر
العمل شهريا لمدة ٣٠ يوما ، تصاميم و منشورات
ارجو ارسال اعمال سابقه لكافة ماذكر لترشيحك
و انضمامك معنا في رحلة ممتعة
التواصل واتساب : 0565655569
الله يكتب الي فيه خير و صالح
و الله يوفق و يرزق الجميع ..",$100.00 - $250.00,30 يوما
348,تسويق لمؤسسة ديكورات وأعمال خشبية,"عمل حملة اعلانية وموجهة الى شركات مقاولات كبرى داخل المملكة
المطلوب استلامه
عمل اعلانات موجهة الى شركات كبرى
والشهور في محركات البحث
jpg IMG-20240110-WA0080.jpg (81.45KB)
jpg IMG-20240110-WA0076.jpg (140.2KB)
jpg IMG-20240110-WA0071.jpg (211.24KB)
jpg IMG-20240110-WA0063.jpg (124.17KB)
jpg IMG-20240110-WA0055.jpg (82.21KB)
jpg IMG-20240110-WA0053.jpg (72.75KB)
jpg IMG-20240110-WA0037.jpg (111.66KB)",$50.00 - $100.00,7 أيام
349,حل مشكلة في Google merchant center المنتجات ترفض بشكل مستمر ويتم رفض الاعلان في قوقل,"السلام عليكم
كيف حالكم اخواني الكرام
لدي مشكلة في Google merchant center
وهي انني ابيع اشتراكات رقمية واكواد تفعيل ويندوز وبرامج حماية وغيرها
ولكن يتم رفض المنتجات بشكل متكرر ويتم رفض الاعلان في قوقل ( علماً بانه يوجد الكثير من المتاجر التي تقوم ببيع نفس منتجاتي عبر Google merchant center ولم يواجهو هذه المشاكل )
ومن اسباب الرفض التي تواجهني
في بعض الاوقات يتم الرفض بسبب الوصف المضلل
وفي بعض الاوقات يتم الرفض بسبب عدم اتباع سياسات قوقل
وفي بعض الاوقات يتم الرفض بسبب عدم استيفاء متطلبات اعلانات Shopping
وفي بعض الاوقات يتم الرفض بسبب انها فوتره متكرره حسب افادة قوقل ولكنني ابيع اشتراك وليس فوتره متكرره والدفع لمره واحده
( علماً بانه يوجد الكثير من المتاجر التي تقوم ببيع نفس منتجاتي عبر Google merchant center ولم يواجهو هذه المشاكل )
ارجو مساعدتي في حل المشكله وان يصبح بامكاني الاعلان في قوقل دون مشاكل وقبول جميع المنتجات والاعلان لها في قوقل دون مشاكل ويجب ضمان حلها ليتم الدفع وعدم الغاء المشروع
وكذلك شرح الطريقة بالكامل لكي استطيع تجنب رفض المنتجات والقدرة على رفع منتجات جديدة والاعلان لها بدون اي مشاكل
مع جزيل الشكر والتقدير",$50.00 - $100.00,60 يوما
350,إدارة حسابات على وسائل التواصل الإجتماعي,"عندي متجر متخصص في العود والزعفران
أريد المهام التالية :
١- تحسينات في المتجر وربطه بخدمات قوقل
٢- العمل على توسيع نطاق جمهور المتجر وكثرة المبيعات
٤- حملات ممولة في قوقل ووسائل التواصل بطريقة احترافية
٥- تصاميم تسويقية دعائية للمتجر
٦- أي أمر آخر ترى أنه في مصلحة المتجر ونموه
٧- التعاقد على فترة وتجدد إذا رأيت مردود
- لي تجارب سيئة مع المسوقين المبتدئين أو لا يعطون المتجر غالب اهتمامهم !!
فأرجو من المحترف في هذا المجال. وصاحب الخبرة ونتائج عمله طيبة يراسلني ، والله يكتب الخير للجميع..
ملاحظة: أرغب بالتعاقد مع من له خبرات سابقة و أعمال سابقة، يرجى وضع أعمال سابقة لو تكرمتم.",$100.00 - $250.00,5 أيام
351,إدارة حسابات على وسائل التواصل الإجتماعي,"أحتاج اخصائي أو اخصائية في التسويق الإلكتروني و التصميم لإدارة حسابات على مواقع التواصل الاجتماعي
المهام المطلوبة:
نشر فيديوهات قصيرة أقل من دقيقة و صور و منشورات على مواقع التواصل ( Instagram- Tiktok - Facebook - Youtube )
بمعدل ٣ - ٤ منشورات أسبوعياً
نفس المنشور يتم نشره على حسابات وسائل التواصل
مع مونتاج بسيط للفيديو و كتابة باللغة الإنكليزية.
إضافة البايو( السيرة التعريفية) و تنسيقها.
مع إضافة محتوى تسويقي مناسب
اللغة الإنكليزية شرط اساسي، الصفحات خاصة بجمهور يتحدث اللغة الإنكليزية
و العمل سيكون من خلال منصة تسهل التعامل مع وسائل التواصل.
ملاحظة: أرغب بالتعاقد مع من له خبرات سابقة و أعمال سابقة، يرجى وضع رابط للأعمال السابقة لو تكرمتم.",$100.00 - $250.00,30 يوما
352,إدارة حملات على منصة قوقل,السلام عليكم احتاج مسوق لإدارة الحملات على قوقل وتحسين محركات البحث يفضل أنه لديه خبره لا تقل عن 4 سنوات وسبق له العمل على مواقع في السعودية العمل بشكل شهري,$100.00 - $250.00,3 أيام
353,عمل حملة إعلانية على تيك توك,"السلام عليكم ورحمة الله
أنا بحاجة إلى مختص في عمل حملة إعلانية على تيك توك أرز
بشكل احترافي ويكون ملما بمجال بيع اشتراكات البلاس لأن إعلاناتي جميعها تحظر
ومشكلة تظهر وهي تم تعليق الحساب نهائيا. وتم عمل حسابات إعلانية بعدد لا يحصى وحسابات تيك توك
ولكن للأسف جميعها يتم تعليق الحساب نهائيا خلال أقل من دقيقة من إطلاق الإعلان.
مع أنه يوجد أشخاص يعلنون وإعلاناتهم قائمة لها شهور ويجددون الإعلانات وبنفس مجالي.
ومتجري طبعا على منصة سلة
فمن لديه الخبرة الكافية لهذا العمل فليتفضل.
الشروط: نجاح الحملة دون مشاكل.",$100.00 - $250.00,20 يوما
354,أحتاج لمطلقين حملات إعلانية لبراند عبايات,"السلام عليكم
أحتاج مطلقين حملات اعلانية لبراند عبايات
عندي براند عبايات جاهز احتاج ناس لديهم خبرة ويقدرون يوروني ارقامهم السابقة في الاعلانات",$100.00 - $250.00,30 يوما
355,حل مشكلة قوقل ميرشنت,"السلام عليكم
لدي حساب بقوقل ميرشنت توقف
المنتجات الي اببعها الاشتراكات الرقمية وتك رفضه وارغب بشخص مختص لحل المشكلة",$25.00 - $50.00,3 أيام
356,مطلوب نشر صفحة فيس بوك في سوريا,نشر و ترويج صفحة فيس بوك في سوريا,$25.00 - $50.00,2 يومين
357,أريد مستقل يقوم باعلان ممول على google play,اريد شخص يقوم باعلان ممول علي google play اريده ان يدير حمله تسويقية علي اعلان الحمله التسويقية لتطبيق علي متجر جوجل,$25.00 - $50.00,1 يوم
358,حملة تسويق ودعاية,"عندي مؤسسة تقدم خدمة صيانة المكيفات و أعمال التكييف و التبريد بشكل عام ، أحتاج عمل حملة إعلانية و خطة تسويق محترفة من شخص محترف
و المقابل المالي سوف يكون مجزي بإذن الله
قنوات الإعلان
إنستقرام ، تويتر ، سناب شات
المعلومات المتوفرة
https://www.instagram.com...
https://twitter.com/Maint...
https://www.snapchat.com/...",$100.00 - $250.00,5 أيام
